Reported.host.name
Acinetobacter baumannii NIPH 528
Acinetobacter baumannii NIPH 2061
Acinetobacter baumannii ATCC 17978
Aeropyrum pernix K1
Aeropyrum pernix K1
Agrobacterium sp. H13-3
Agrobacterium tumefaciens C58
Alteromonas macleodii str. 'Balearic Sea AD45'
Azospirillum brasilense Cd
Bacillus alcalophilus CGMCC 1.3604
Bacillus cereus BtB2-4
Bacillus cereus ATCC 14579
Bacillus cereus ATCC 4342
Paenibacillus larvae ATCC 9545
Brucella inopinata strain BO1
Brucella abortus 544
Burkholderia cenocepacia K56-2
Burkholderia cenocepacia HI2424
Burkholderia pseudomallei 1026b
Campylobacter jejuni subsp. jejuni PT14
Caulobacter crescentus CB15
Cellulophaga baltica #13
Cellulophaga baltica NN016038
Cellulophaga baltica #4
Citrobacter freundii P10159
Clostridium tetani ATCC 19406
Clostridium tetani ATCC 19406
Clostridium tetani ATCC 19406
Clostridium tetani ATCC 453
Clostridium tetani ATCC 453
Clostridium tetani ATCC 9441
Colwellia psychrerythaea strain 34H
Croceibacter atlanticus HTCC2559
Croceibacter atlanticus HTCC2559
Cronobacter sakazakii ATCC 29544
Cronobacter sakazakii ES15
Cronobacter sakazakii ATCC 29544
Cronobacter sakazakii strain 51329
Prochlorococcus sp. MIT9515
Synechococcus sp. WH7803
Synechococcus sp. WH7803
Prochlorococcus MED4
Prochlorococcus sp. NATL1A
Prochlorococcus sp. NATL2A
Prochlorococcus NATL2A
Prochlorococcus sp. NATL2A
Prochlorococcus marinus str. MIT 9313
Synechococcus sp. WH8102
Prochlorococcus marinus SS120
Synechococcus sp. WH7803
Delftia sp. 670
Escherichia coli O157:H7 EDL933
Escherichia coli BL21(DE3)
Escherichia coli K12
Escherichia coli strain K12
Enterococcus faecalis ATCC 19433
Enterococcus faecalis 2003
Escherichia coli CFT073
Escherichia coli K12
Escherichia coli BL21(DE3)
Escherichia coli PA28
Escherichia coli O153
Escherichia coli DE048
Escherichia coli DE048
Escherichia coli BL21
Escherichia coli K12
Escherichia coli O78
Escherichia coli ECOR10
Flavobacterium psychrophilum MH1
Flavobacterium psychrophilum A2
Flavobacterium psychrophilum strain MH1
Flavobacterium columnare B185
Flavobacterium psychrophilum 950106-1/1
Flavobacterium psychrophilum 950106-1/1
Flavobacterium psychrophilum 950106-1/1
Flavobacterium psychrophilum 950106-1/1
Flavobacterium psychrophilum 950106-1/1
Flavobacterium psychrophilum 950106-1/1
Flavobacterium psychrophilum 950106-1/1
Flavobacterium psychrophilum 950106-1/1
Flavobacterium psychrophilum 950106-1/1
Flavobacterium psychrophilum 950106-1/1
Flavobacterium psychrophilum 950106-1/1
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae NRRL B-16283
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrea 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Gordonia terrae 3612
Haloarcula hispanica ATCC 33960
Haloarcula hispanica ATCC 33960
Halorubrum sp. PV6
Helicobacter pylori B45
Klebsiella pneumoniae W15
Klebsiella pneumoniae KP36
Klebsiella pneumoniae B-7850
Klebsiella pneumoniae KCTC 2242
Klebsiella pneumoniae KPB463
Lactobacillus casei ATCC 393
Lactobacillus delbrueckii ATCC 11842
Lactobacillus casei BL23
Lactobacillus casei BL23
Lactobacillus plantarum ATCC 8014
Lactococcus lactis 3107
Lactococcus lactis 3107
Lactococcus lactis strain ML8
Lactococcus lactis subsp. lactis IL1403
Lactococcus lactis subsp. lactis Il1403
Lactococcus lactis subsp. lactis Il1403
Lactococcus lactis subsp. lactis Il1403
Lactococcus lactis subsp. lactis Il1403
Lactococcus lactis subsp. lactis Il1403
Lactococcus lactis subsp. cremoris DPC6860
Lactococcus garvieae Lg2
Lactococcus lactis subsp. lactis Il1403
Lactococcus lactis subsp. cremoris MG1363
Leuconostoc pseudomesenteroides BM2
Leuconostoc pseudomesenteroides LN02
Leuconostoc pseudomesenteroides LN02
Leuconostoc pseudomesenteroides LN02
Leuconostoc mesenteroides LN25
Leuconostoc mesenteroides LN05
Leuconostoc pseudomesenteroides LN02
Leuconostoc mesenteroides LN05
Leuconostoc mesenteroides LN05
Mannheimia haemolytica 3927A
Mannheimia haemolytica 587A serotype A2
Mannheimia haemolytica 535A serotype A1
Mannheimia haemolytica 587A serotype A2
Microbacterium foliorum NRRL B-24224
Microbacterium foliorum NRRL B-24224 SEA
Microbacterium foliorum NRRL B-24224 SEA
Microbacterium foliorum NRRL B-24224 SEA
Microbacterium foliorum NRRL B-24224 SEA
Microbacterium foliorum NRRL B-24224 SEA
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegamtis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegamtis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc#155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
