Acholeplasma laidlawii
Acholeplasma laidlawii
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter spanius
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Acidianus
Acidianus
Acidianus hospitalis
Acidianus
Acidianus
Acidianus
Acidianus
Acidianus
Acidianus
Acidianus
Acidianus
Acidianus
Acidianus brierleyi
Acidianus
Acidithiobacillus caldus ATCC 51756
Acidovorax citrulli
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter johnsonii
Acinetobacter johnsonii
Acinetobacter baumannii
Acinetobacter
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter lwoffii
Acinetobacter baylyi ADP1
Acinetobacter baumannii ATCC 17978
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter soli
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter nosocomialis
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Staphylococcus aureus
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter pittii
Acinetobacter nosocomialis
Acinetobacter pittii
Acinetobacter baumannii
Acinetobacter pittii
Acinetobacter baumannii
Acinetobacter pittii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter baumannii
Staphylococcus aureus
Acinetobacter baumannii
Acinetobacter baumannii
Acinetobacter johnsonii
Actinomyces naeslundii
Actinomyces naeslundii
Actinomyces naeslundii
Actinoplanes
Geobacillus
Aeribacillus
Aeromonas hydrophila subsp. hydrophila ATCC 7966
Aeromonas hydrophila subsp. hydrophila
Aeromonas hydrophila subsp. hydrophila
Aeromonas rivipollensis
Aeromonas hydrophila subsp. hydrophila
Aeromonas hydrophila subsp. hydrophila
Aeromonas hydrophila subsp. hydrophila
Aeromonas rivipollensis
Aeromonas hydrophila
Aeromonas hydrophila
Aeromonas hydrophila
Aeromonas
Aeromonas salmonicida
Aeromonas hydrophila
Aeromonas hydrophila
Aeromonas hydrophila subsp. hydrophila ATCC 7966
Aeromonas hydrophila
Aeromonas hydrophila
Aeromonas hydrophila
Aeromonas salmonicida
Aeromonas hydrophila
Aeromonas salmonicida
Aeromonas hydrophila
Aeromonas salmonicida
Aeromonas hydrophila
Aeromonas veronii
