GCF_014070455.1	NC_053174.1	0.4219923438178302
GCF_014070455.1	NC_048185.1	0.306344227389563
GCF_014070455.1	NC_053173.1	0.2780516168050964
GCF_014070455.1	NC_055798.1	0.11127241739130436
GCF_014070455.1	NC_055857.1	0.10630990097638666
GCF_014070455.1	NC_055799.1	0.10319193648230388
GCF_014070455.1	NC_031052.1	0.09959656425160887
GCF_014070455.1	NC_055920.1	0.09862935672915453
GCF_014070455.1	NC_055861.1	0.09861921732574874
GCF_014070455.1	NC_055843.1	0.0984789565514882
GCF_014070455.1	NC_055810.1	0.09771773732075342
GCF_014070455.1	NC_055796.1	0.09760245540256393
GCF_014070455.1	NC_055805.1	0.09714749162748214
GCF_014070455.1	NC_055795.1	0.09675787163184982
GCF_014070455.1	NC_030913.1	0.09213300404747204
GCF_014070455.1	NC_055765.1	0.09162008282632036
GCF_014070455.1	NC_055751.1	0.09154569350029812
GCF_014070455.1	NC_055752.1	0.09145220798229936
GCF_014070455.1	NC_055797.1	0.09028589037873438
GCF_014070455.1	NC_055816.1	0.08518176498540493
GCF_014070455.1	NC_055785.1	0.024319420668845862
GCF_014070455.1	NC_055804.1	0.021430285936363036
